gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,ap,at,ceq,che,cogs,csho,dltt,ebit,ebitda,epspx,ibc,invt,ni,nits,oancf,rect,sale,xint,costat,prcc_f
024344,12/31/2022,2022,INDL,C,D,STD,VRTX,VERTEX PHARMACEUTICALS INC,USD,303.9000,18150.9000,13912.7000,10786.5000,932.0000,257.0120,810.3000,4417.2000,4565.5000,12.9700,3322.0000,460.6000,3322.0000,,4129.9000,1442.2000,8930.7000,54.8000,A,288.780000000000
024344,12/31/2023,2023,INDL,C,D,STD,VRTX,VERTEX PHARMACEUTICALS INC,USD,364.9000,22730.2000,17580.4000,11221.5000,1092.7000,257.6950,724.7000,4318.8000,4488.3000,14.0500,3619.6000,738.8000,3619.6000,,3537.3000,1563.4000,9869.2000,44.1000,A,406.890000000000
024379,12/31/2021,2021,FS,C,D,STD,MTG,MGIC INVESTMENT CORP/WI,USD,0.0000,7325.0080,4861.3820,,,,1146.7120,,,,,,,295.8110,,,,71.3600,A,14.420000000000
024379,12/31/2021,2021,INDL,C,D,STD,MTG,MGIC INVESTMENT CORP/WI,USD,,7325.0080,4861.3820,646.5620,270.0240,320.3360,1146.7120,910.0510,915.6510,1.9000,634.9830,0.0000,634.9830,,696.3170,573.5650,1185.6750,71.3600,A,14.420000000000
024379,12/31/2022,2022,FS,C,D,STD,MTG,MGIC INVESTMENT CORP/WI,USD,0.0000,6213.7930,4642.7400,,,,662.8100,,,,,,,440.9440,,,,48.0540,A,13.000000000000
024379,12/31/2022,2022,INDL,C,D,STD,MTG,MGIC INVESTMENT CORP/WI,USD,,6213.7930,4642.7400,778.1230,-10.4020,293.4330,662.8100,1178.2870,1183.1870,2.8300,865.3490,0.0000,865.3490,,650.0120,489.3310,1172.7850,48.0540,A,13.000000000000
024379,12/31/2023,2023,FS,C,D,STD,MTG,MGIC INVESTMENT CORP/WI,USD,0.0000,6538.3800,5072.0170,,,,643.1960,,,,,,,279.1450,,,,36.9050,A,19.290000000000
024379,12/31/2023,2023,INDL,C,D,STD,MTG,MGIC INVESTMENT CORP/WI,USD,,6538.3800,5072.0170,1009.8890,211.3680,272.4940,643.1960,939.1340,943.7340,2.5100,712.9490,0.0000,712.9490,,712.9620,486.5670,1155.1020,36.9050,A,19.290000000000
024616,12/31/2021,2021,INDL,C,D,STD,PYPL,PAYPAL HOLDINGS INC,USD,406.0000,75803.0000,21727.0000,9505.0000,11125.0000,1168.0000,8669.0000,4324.0000,5589.0000,3.5500,4169.0000,0.0000,4169.0000,,6340.0000,5682.0000,25371.0000,232.0000,A,188.580000000000
024616,12/31/2022,2022,INDL,C,D,STD,PYPL,PAYPAL HOLDINGS INC,USD,329.0000,78717.0000,20274.0000,10892.0000,12976.0000,1136.0000,10986.0000,4044.0000,5361.0000,2.1000,2419.0000,0.0000,2419.0000,,5813.0000,8459.0000,27518.0000,304.0000,A,71.220000000000
024616,12/31/2023,2023,INDL,C,D,STD,PYPL,PAYPAL HOLDINGS INC,USD,139.0000,82166.0000,21051.0000,14140.0000,15232.0000,1072.0000,10092.0000,4944.0000,6016.0000,3.8500,4246.0000,563.0000,4246.0000,,4843.0000,6603.0000,29771.0000,347.0000,A,61.410000000000
024617,12/31/2021,2021,INDL,C,D,STD,ODFL,OLD DOMINION FREIGHT,USD,82.5190,4821.5440,3679.8070,716.9970,3604.8430,115.0110,188.7360,1391.6020,1651.4850,8.9400,1034.3750,0.0000,1034.3750,,1212.6060,599.1020,5256.3280,1.7270,A,358.380000000000
024617,12/31/2022,2022,INDL,C,D,STD,ODFL,OLD DOMINION FREIGHT,USD,106.2750,4838.6100,3652.9170,235.6670,4143.8450,110.2230,160.7630,1840.6320,2116.2320,12.2600,1377.1590,0.0000,1377.1590,,1691.5820,605.1290,6260.0770,1.5630,A,283.780000000000
024617,12/31/2023,2023,INDL,C,D,STD,ODFL,OLD DOMINION FREIGHT,USD,112.7740,5512.3930,4257.8110,433.7990,3901.4790,108.9650,164.7320,1640.6730,1964.6730,11.3300,1239.5020,0.0000,1239.5020,,1569.1350,615.3230,5866.1520,0.4640,A,405.330000000000
024783,09/30/2022,2022,INDL,C,D,STD,TTEK,TETRA TECH INC,USD,147.4360,2622.7760,1183.0870,185.0940,2907.8160,52.9810,392.5350,334.2890,361.3220,4.9100,263.1640,0.0000,263.1250,,336.1880,857.7220,3504.0480,13.3640,A,128.530000000000
024783,09/30/2023,2023,INDL,C,D,STD,TTEK,TETRA TECH INC,USD,173.2710,3820.4770,1403.4330,168.8310,3736.3150,53.2480,1024.2140,419.9220,481.1280,5.1400,273.4520,0.0000,273.4200,,368.4630,1098.0970,4522.5500,48.6350,A,152.030000000000
024783,09/30/2024,2024,INDL,C,D,STD,TTEK,TETRA TECH INC,USD,197.4400,4192.6760,1830.3220,232.6890,4258.5620,267.7170,952.7290,510.4160,584.0930,1.2500,333.4430,0.0000,333.3820,,358.7080,1203.1090,5198.6790,44.5590,A,47.160000000000
024800,09/30/2022,2022,INDL,C,D,STD,QCOM,QUALCOMM INC,USD,3796.0000,49014.0000,18013.0000,6382.0000,16873.0000,1121.0000,14110.0000,14837.0000,16599.0000,11.5600,12986.0000,6341.0000,12936.0000,,9096.0000,5643.0000,44200.0000,541.0000,A,112.980000000000
024800,09/30/2023,2023,INDL,C,D,STD,QCOM,QUALCOMM INC,USD,1912.0000,51040.0000,21581.0000,11324.0000,14060.0000,1114.0000,15055.0000,8661.0000,10470.0000,6.5700,7339.0000,6422.0000,7232.0000,,11299.0000,3183.0000,35820.0000,690.0000,A,111.060000000000
024800,09/30/2024,2024,INDL,C,D,STD,QCOM,QUALCOMM INC,USD,2584.0000,55154.0000,26274.0000,13300.0000,15354.0000,1113.0000,13978.0000,10263.0000,11969.0000,9.0600,10110.0000,6423.0000,10142.0000,,12202.0000,3929.0000,38962.0000,695.0000,A,170.050000000000
024856,12/31/2021,2021,INDL,C,D,STD,GILD,GILEAD SCIENCES INC,USD,705.0000,67952.0000,21069.0000,7405.0000,3476.0000,1254.0000,25668.0000,12095.0000,14145.0000,4.9600,6201.0000,1618.0000,6225.0000,,11384.0000,4493.0000,27305.0000,1001.0000,A,72.610000000000
024856,12/31/2022,2022,INDL,C,D,STD,GILD,GILEAD SCIENCES INC,USD,905.0000,63171.0000,21240.0000,6858.0000,3512.0000,1247.0000,23424.0000,11111.0000,13214.0000,3.6600,4566.0000,1507.0000,4592.0000,,9072.0000,4777.0000,27281.0000,935.0000,A,85.850000000000
024856,12/31/2023,2023,INDL,C,D,STD,GILD,GILEAD SCIENCES INC,USD,550.0000,62125.0000,22833.0000,8350.0000,3326.0000,1246.0000,23735.0000,9842.0000,12535.0000,4.5400,5613.0000,1787.0000,5665.0000,,8006.0000,4660.0000,27116.0000,944.0000,A,81.010000000000
024861,12/31/2021,2021,INDL,C,D,STD,PLNT,PLANET FITNESS INC,USD,27.8920,2015.9830,-645.3560,603.9410,271.1510,83.8040,1938.1850,158.5320,221.3320,0.5100,46.1220,1.1550,42.7740,,189.2890,44.4490,587.0230,81.2110,A,90.580000000000
024861,12/31/2022,2022,INDL,C,D,STD,PLNT,PLANET FITNESS INC,USD,20.5780,2854.5890,-199.0130,472.4990,462.7380,83.4300,2320.3540,235.1590,359.1810,1.1800,110.4560,5.2660,99.4020,,240.2070,66.6880,936.7720,87.0450,A,78.800000000000
024861,12/31/2023,2023,INDL,C,D,STD,PLNT,PLANET FITNESS INC,USD,23.7880,2969.6930,-115.6490,397.0220,513.7400,86.7600,2344.5260,288.1910,437.6040,1.6300,147.0350,4.6770,138.3130,,330.2540,56.2760,1071.3260,86.5760,A,73.000000000000
024925,12/31/2021,2021,INDL,C,D,STD,ROP,ROPER TECHNOLOGIES INC,USD,150.8000,23713.9000,11563.8000,351.5000,1233.2000,105.5000,7303.5000,1579.7000,2206.9000,9.3300,982.6000,176.1000,1152.6000,,2011.9000,962.4000,5777.8000,234.1000,A,491.860000000000
024925,12/31/2022,2022,INDL,C,D,STD,ROP,ROPER TECHNOLOGIES INC,USD,122.6000,26980.8000,16037.8000,792.8000,968.9000,106.1000,6126.7000,1529.5000,2179.6000,9.3100,985.6000,111.3000,4544.7000,,734.6000,877.0000,5371.8000,192.4000,A,432.090000000000
024925,12/31/2023,2023,INDL,C,D,STD,ROP,ROPER TECHNOLOGIES INC,USD,143.0000,28167.5000,17444.8000,214.3000,1115.4000,106.9000,5989.3000,1761.8000,2517.0000,12.8300,1368.4000,118.6000,1384.2000,,2035.1000,984.0000,6177.8000,164.7000,A,545.170000000000
024975,10/31/2022,2022,INDL,C,D,STD,SNPS,SYNOPSYS INC,USD,37.5800,9418.0870,5515.7250,1567.0870,886.3890,152.3750,602.0970,1174.0950,1381.1570,6.4400,978.4360,211.9270,984.5940,,1738.9000,1056.5890,5081.5420,1.6980,A,292.550000000000
024975,10/31/2023,2023,INDL,C,D,STD,SNPS,SYNOPSYS INC,USD,155.8910,10333.1310,6147.3080,1592.1010,997.4580,152.0530,602.1130,1346.2610,1599.0210,8.0800,1218.1250,325.5900,1229.8880,,1703.2740,1336.0090,5842.6190,1.1780,A,469.440000000000
025124,12/31/2021,2021,INDL,C,D,STD,LIN,LINDE PLC,USD,3503.0000,81605.0000,44035.0000,2823.0000,17543.0000,508.6810,12082.0000,5283.0000,9918.0000,7.3900,3956.0000,1733.0000,3826.0000,,9725.0000,4829.0000,30793.0000,174.0000,A,346.430000000000
025124,12/31/2022,2022,INDL,C,D,STD,LIN,LINDE PLC,USD,2995.0000,79658.0000,40028.0000,5436.0000,19450.0000,492.4580,12852.0000,6460.0000,10664.0000,8.3000,4281.0000,1978.0000,4147.0000,,8864.0000,4908.0000,33364.0000,242.0000,A,326.180000000000
025124,12/31/2023,2023,INDL,C,D,STD,LIN,LINDE PLC,USD,3020.0000,80811.0000,39720.0000,4664.0000,17492.0000,482.4450,14112.0000,8105.0000,11921.0000,12.7000,6341.0000,2115.0000,6199.0000,,9305.0000,5092.0000,32854.0000,464.0000,A,410.710000000000
025180,12/31/2021,2021,INDL,C,D,STD,AGCO,AGCO CORP,USD,1078.3000,9182.1000,3415.9000,889.1000,8345.3000,74.4410,1532.7000,1016.7000,1298.5000,11.9300,901.5000,2593.7000,897.0000,,660.2000,991.5000,11138.3000,25.4000,A,116.020000000000
025180,12/31/2022,2022,INDL,C,D,STD,AGCO,AGCO CORP,USD,1385.3000,10103.7000,3882.4000,789.5000,9440.6000,74.6010,1395.6000,1307.5000,1580.1000,11.9200,874.7000,3189.7000,889.6000,,838.2000,1221.3000,12651.4000,46.0000,A,138.690000000000
025180,12/31/2023,2023,INDL,C,D,STD,AGCO,AGCO CORP,USD,1207.3000,11421.2000,4656.7000,595.5000,10402.8000,74.5180,1517.0000,1732.4000,2022.3000,15.6600,1171.3000,3440.7000,1171.4000,,1103.1000,1605.3000,14412.4000,68.8000,A,121.410000000000
025274,12/31/2021,2021,INDL,C,D,STD,OLED,UNIVERSAL DISPLAY CORP,USD,14.9550,1466.9190,1099.9120,663.1870,95.7140,47.7000,27.2630,227.6440,269.6060,3.8700,184.2130,134.1600,184.2130,,191.1050,115.7660,553.5250,,A,165.030000000000
025274,12/31/2022,2022,INDL,C,D,STD,OLED,UNIVERSAL DISPLAY CORP,USD,9.5190,1532.8200,1275.3670,577.7750,103.9580,47.7700,29.0390,267.1100,309.3840,4.4100,210.0610,183.2200,210.0610,,126.8150,119.4700,616.6190,,A,108.040000000000
025274,12/31/2023,2023,INDL,C,D,STD,OLED,UNIVERSAL DISPLAY CORP,USD,10.9330,1668.9610,1447.2240,514.1220,108.6140,47.3650,22.8550,217.1890,260.5910,4.2500,203.0110,175.7950,203.0110,,154.7770,163.6320,576.4290,,A,191.260000000000
025279,12/31/2021,2021,INDL,C,D,STD,BSX,BOSTON SCIENTIFIC CORP,USD,794.0000,32229.0000,16622.0000,2113.0000,3230.0000,1425.5200,9193.0000,2272.0000,3365.0000,0.6900,1041.0000,1610.0000,1041.0000,,1870.0000,1778.0000,11888.0000,341.0000,A,42.480000000000
025279,12/31/2022,2022,INDL,C,D,STD,BSX,BOSTON SCIENTIFIC CORP,USD,862.0000,32469.0000,17573.0000,1077.0000,3462.0000,1433.3440,9262.0000,2442.0000,3578.0000,0.4500,698.0000,1867.0000,698.0000,,1526.0000,1970.0000,12682.0000,276.0000,A,46.270000000000
025279,12/31/2023,2023,INDL,C,D,STD,BSX,BOSTON SCIENTIFIC CORP,USD,942.0000,35136.0000,19282.0000,995.0000,3847.0000,1465.7100,8961.0000,2910.0000,4105.0000,1.0800,1592.0000,2484.0000,1593.0000,,2503.0000,2228.0000,14240.0000,275.0000,A,57.810000000000
025340,09/30/2022,2022,INDL,C,D,STD,DHI,D R HORTON INC,USD,1360.3000,30351.1000,19396.3000,2572.9000,22903.9000,343.9530,3614.8000,7613.6000,7685.6000,16.6500,5895.6000,25727.4000,5857.5000,,561.8000,423.1000,33523.2000,162.5000,A,67.350000000000
025340,09/30/2023,2023,INDL,C,D,STD,DHI,D R HORTON INC,USD,1246.2000,32582.4000,22696.2000,3900.1000,26027.1000,334.8490,2974.0000,6178.3000,6261.2000,13.9300,4795.2000,26752.8000,4745.7000,,4304.1000,426.9000,35537.1000,203.5000,A,107.470000000000
025340,09/30/2024,2024,INDL,C,D,STD,DHI,D R HORTON INC,USD,1345.5000,36104.3000,25312.8000,4544.0000,27187.5000,324.0270,3803.6000,6037.0000,6115.5000,14.4400,4806.0000,29591.3000,4756.4000,,2189.8000,421.4000,36902.5000,203.7000,A,190.770000000000
025389,12/31/2021,2021,INDL,C,D,STD,GPK,GRAPHIC PACKAGING HOLDING CO,USD,1125.0000,10457.0000,1891.0000,172.0000,5584.0000,307.1040,5708.0000,572.0000,1044.0000,0.6900,216.0000,1387.0000,204.0000,,609.0000,859.0000,7156.0000,137.0000,A,19.500000000000
025389,12/31/2022,2022,INDL,C,D,STD,GPK,GRAPHIC PACKAGING HOLDING CO,USD,1123.0000,10328.0000,2149.0000,150.0000,7057.0000,307.1160,5384.0000,1063.0000,1609.0000,1.6900,522.0000,1606.0000,522.0000,,1090.0000,879.0000,9440.0000,202.0000,A,22.250000000000
025389,12/31/2023,2023,INDL,C,D,STD,GPK,GRAPHIC PACKAGING HOLDING CO,USD,1094.0000,11175.0000,2781.0000,162.0000,6685.0000,306.0590,4798.0000,1375.0000,1938.0000,2.3500,723.0000,1754.0000,723.0000,,1144.0000,835.0000,9428.0000,247.0000,A,24.650000000000
025434,09/30/2022,2022,INDL,C,D,STD,SBUX,STARBUCKS CORP,USD,1441.4000,27978.4000,-8706.6000,3258.5000,24344.6000,1147.9000,20635.1000,4425.8000,5873.7000,2.8500,3283.4000,2176.6000,3281.6000,,4397.3000,1272.6000,32250.3000,482.9000,A,84.260000000000
025434,09/30/2023,2023,INDL,C,D,STD,SBUX,STARBUCKS CORP,USD,1544.3000,29445.5000,-7994.8000,3973.6000,26668.7000,1142.6000,21472.4000,5503.0000,6865.6000,3.6000,4124.7000,1806.4000,4124.5000,,6008.7000,1199.7000,35975.6000,550.1000,A,91.270000000000
025434,09/30/2024,2024,INDL,C,D,STD,SBUX,STARBUCKS CORP,USD,1595.5000,31339.3000,-7448.9000,3555.6000,27032.7000,1133.5000,23091.1000,5107.6000,6620.2000,3.3200,3762.3000,1777.3000,3760.9000,,6095.6000,1213.8000,36176.2000,562.0000,A,97.490000000000
025964,12/31/2021,2021,INDL,C,D,STD,GTLS,CHART INDUSTRIES INC,USD,175.9000,3043.8000,1616.6000,122.4000,949.2000,35.7880,622.2000,93.1000,173.7000,1.6600,60.9000,321.5000,59.1000,,-21.3000,352.6000,1317.7000,19.0000,A,159.490000000000
025964,12/31/2022,2022,INDL,C,D,STD,GTLS,CHART INDUSTRIES INC,USD,211.1000,5901.9000,2675.5000,2605.3000,1165.5000,41.8020,2055.4000,164.2000,246.1000,2.2100,82.6000,357.9000,24.0000,,80.8000,661.0000,1612.4000,31.7000,A,115.230000000000
025964,12/31/2023,2023,INDL,C,D,STD,GTLS,CHART INDUSTRIES INC,USD,811.0000,9102.4000,2786.5000,201.1000,2219.3000,41.9930,3641.3000,458.6000,689.7000,0.4900,57.5000,576.3000,47.3000,,167.2000,1262.0000,3352.5000,316.2000,A,136.330000000000
026864,12/31/2021,2021,INDL,C,D,STD,PR,PERMIAN RESOURCES CORP,USD,50.1740,3804.5940,2750.7200,9.9350,259.4550,284.6970,841.5670,330.4670,652.1000,0.4900,138.1750,0.0000,138.1750,,525.6190,71.2950,1029.8920,63.0420,A,5.980000000000
026864,12/31/2022,2022,INDL,C,D,STD,PR,PERMIAN RESOURCES CORP,USD,301.5630,8492.5920,2935.7210,59.5450,425.5060,288.5320,2182.1390,1086.2740,1534.8270,1.8000,749.8400,0.0000,515.0370,,1371.6710,282.8460,2131.2650,98.6660,A,9.400000000000
026864,12/31/2023,2023,INDL,C,D,STD,PR,PERMIAN RESOURCES CORP,USD,622.0030,14965.5780,6336.0740,73.8640,703.8160,540.7900,3891.9040,1221.6280,2235.8850,1.3600,879.7030,0.0000,476.3060,,2213.4990,481.0600,3120.8930,185.0220,A,13.600000000000
027638,12/31/2021,2021,INDL,C,D,STD,AA,ALCOA CORP,USD,1674.0000,15025.0000,4672.0000,1818.0000,9153.0000,184.1000,1790.0000,2077.0000,2741.0000,2.3000,570.0000,1956.0000,429.0000,,920.0000,884.0000,12152.0000,147.0000,A,59.580000000000
027638,12/31/2022,2022,INDL,C,D,STD,AA,ALCOA CORP,USD,1757.0000,14756.0000,5076.0000,1418.0000,10212.0000,176.9690,1865.0000,1386.0000,2003.0000,-0.6800,38.0000,2427.0000,-123.0000,,822.0000,909.0000,12451.0000,109.0000,A,45.470000000000
027638,12/31/2023,2023,INDL,C,D,STD,AA,ALCOA CORP,USD,1714.0000,14155.0000,4251.0000,976.0000,9797.0000,178.4720,1836.0000,-143.0000,489.0000,-3.6500,-773.0000,2158.0000,-651.0000,,91.0000,808.0000,10551.0000,111.0000,A,34.000000000000
027914,12/31/2021,2021,FS,C,D,STD,HUM,HUMANA INC,USD,4650.0000,44358.0000,16080.0000,,,,11087.0000,,,,,,,,,,,326.0000,A,463.860000000000
027914,12/31/2021,2021,INDL,C,D,STD,HUM,HUMANA INC,USD,12939.0000,44358.0000,16080.0000,16586.0000,69090.0000,128.8020,11087.0000,3276.0000,3981.0000,22.7900,2934.0000,0.0000,2933.0000,,2262.0000,3814.0000,83064.0000,326.0000,A,463.860000000000
027914,12/31/2022,2022,FS,C,D,STD,HUM,HUMANA INC,USD,5384.0000,43055.0000,15311.0000,,,,9490.0000,,,,,,,,,,,401.0000,A,512.190000000000
027914,12/31/2022,2022,INDL,C,D,STD,HUM,HUMANA INC,USD,14648.0000,43055.0000,15311.0000,18942.0000,75569.0000,124.9750,9490.0000,4378.0000,5208.0000,22.2000,2802.0000,0.0000,2806.0000,,4587.0000,3674.0000,92870.0000,401.0000,A,512.190000000000
027914,12/31/2023,2023,FS,C,D,STD,HUM,HUMANA INC,USD,6773.0000,47065.0000,16262.0000,,,,10657.0000,,,,,,,,,,,493.0000,A,457.810000000000
027914,12/31/2023,2023,INDL,C,D,STD,HUM,HUMANA INC,USD,17014.0000,47065.0000,16262.0000,21320.0000,88275.0000,122.2240,10657.0000,4597.0000,5495.0000,20.0900,2484.0000,0.0000,2489.0000,,3981.0000,4335.0000,106410.0000,493.0000,A,457.810000000000
027928,07/31/2022,2022,INDL,C,D,STD,INTU,INTUIT INC,USD,737.0000,27734.0000,16441.0000,3281.0000,2076.0000,281.9320,6957.0000,2781.0000,3527.0000,7.3800,2066.0000,0.0000,2066.0000,,3889.0000,1048.0000,12726.0000,81.0000,A,456.170000000000
027928,07/31/2023,2023,INDL,C,D,STD,INTU,INTUIT INC,USD,638.0000,27780.0000,17269.0000,3662.0000,2820.0000,280.4210,6600.0000,3145.0000,3951.0000,8.4900,2384.0000,0.0000,2384.0000,,5046.0000,1121.0000,14368.0000,248.0000,A,511.700000000000
027928,07/31/2024,2024,INDL,C,D,STD,INTU,INTUIT INC,USD,721.0000,32132.0000,18436.0000,4074.0000,3159.0000,280.2680,5997.0000,3853.0000,4642.0000,10.5800,2963.0000,0.0000,2963.0000,,4884.0000,1317.0000,16285.0000,242.0000,A,647.350000000000
028034,12/31/2021,2021,FS,C,D,STD,CB,CHUBB LTD,USD,19489.0000,200054.0000,59714.0000,,,,15961.0000,,,,,,,8136.0000,,,,492.0000,A,193.310000000000
028034,12/31/2021,2021,INDL,C,D,STD,CB,CHUBB LTD,USD,23594.0000,200054.0000,59714.0000,10343.0000,33039.0000,426.5730,15961.0000,9580.0000,,19.4100,8539.0000,0.0000,8539.0000,,11149.0000,31796.0000,42619.0000,492.0000,A,193.310000000000
028034,12/31/2022,2022,FS,C,D,STD,CB,CHUBB LTD,USD,20179.0000,199144.0000,50540.0000,,,,15343.0000,,,,,,,5453.0000,,,,570.0000,A,220.600000000000
028034,12/31/2022,2022,INDL,C,D,STD,CB,CHUBB LTD,USD,24272.0000,199144.0000,50540.0000,11064.0000,35927.0000,414.5950,15343.0000,6627.0000,,12.6600,5313.0000,0.0000,5313.0000,,11243.0000,33944.0000,42554.0000,570.0000,A,220.600000000000
028034,12/31/2023,2023,FS,C,D,STD,CB,CHUBB LTD,USD,15472.0000,230682.0000,59507.0000,,,,14175.0000,,,,,,,9158.0000,,,,672.0000,A,226.000000000000
028034,12/31/2023,2023,INDL,C,D,STD,CB,CHUBB LTD,USD,16771.0000,230682.0000,59507.0000,11901.0000,40328.0000,405.2700,14175.0000,9889.0000,,21.9700,9015.0000,0.0000,9028.0000,,12632.0000,36913.0000,50217.0000,672.0000,A,226.000000000000
028176,12/31/2021,2021,INDL,C,D,STD,ATR,APTARGROUP INC,USD,285.2620,4141.3640,1969.4070,123.6650,2077.9380,65.5180,955.0340,369.7670,604.6200,3.7200,243.6380,441.4640,244.0970,,363.4430,688.2280,3227.2210,30.2840,A,122.480000000000
028176,12/31/2022,2022,INDL,C,D,STD,ATR,APTARGROUP INC,USD,320.2810,4203.4580,2053.9350,142.7320,2158.4110,65.2940,1095.5450,377.5030,611.2090,3.6600,239.5550,486.8060,239.2880,,478.6170,693.7230,3322.2490,40.8270,A,109.980000000000
028176,12/31/2023,2023,INDL,C,D,STD,ATR,APTARGROUP INC,USD,328.5710,4451.8900,2306.8240,224.1430,2224.0510,65.9040,726.4550,449.5030,698.0960,4.3400,284.1760,513.0530,284.4870,,575.2390,695.8550,3487.4500,40.4180,A,123.620000000000
028180,12/31/2021,2021,INDL,C,D,STD,ORLY,O'REILLY AUTOMOTIVE INC,USD,4695.3120,11718.7070,-66.4230,362.1130,5979.3970,67.0290,5528.7350,2917.1680,3245.3850,31.3900,2164.6850,3686.3830,2164.6850,,3207.3100,385.6740,13327.5630,151.7690,A,706.230000000000
028180,12/31/2022,2022,INDL,C,D,STD,ORLY,O'REILLY AUTOMOTIVE INC,USD,5881.1570,12627.9790,-1060.7520,108.5830,6670.2210,62.3530,6178.3090,2982.4910,3340.4240,33.7500,2172.6500,4359.1260,2172.6500,,3148.2500,470.1740,14409.8600,163.2080,A,844.030000000000
028180,12/31/2023,2023,INDL,C,D,STD,ORLY,O'REILLY AUTOMOTIVE INC,USD,6091.7000,13872.9950,-1739.2780,279.1320,7298.3860,59.0730,7451.4690,3186.3760,3595.4370,38.8000,2346.5810,4658.3670,2346.5810,,3034.0840,515.4920,15812.2500,208.8230,A,950.080000000000
028191,12/31/2021,2021,INDL,C,D,STD,RCL,ROYAL CARIBBEAN GROUP,USD,545.9780,32258.3550,5085.5560,2701.7700,2657.5120,254.8200,19381.9350,-3788.3330,-2495.4550,-20.8900,-5260.4990,150.2240,-5260.4990,,-1877.8150,408.0670,1532.1330,1211.7940,A,76.900000000000
028191,12/31/2022,2022,INDL,C,D,STD,RCL,ROYAL CARIBBEAN GROUP,USD,646.7270,33776.3610,2868.8120,1935.0050,6614.3360,255.2390,21826.4860,-751.7890,654.9000,-8.4500,-2155.9620,224.0160,-2155.9620,,481.8570,531.0660,8840.5400,1334.4520,A,49.430000000000
028191,12/31/2023,2023,INDL,C,D,STD,RCL,ROYAL CARIBBEAN GROUP,USD,792.0000,35131.0000,4724.0000,497.0000,7781.0000,256.4240,20345.0000,2888.0000,4343.0000,6.6300,1704.0000,248.0000,1697.0000,,4477.0000,405.0000,13900.0000,1380.0000,A,129.490000000000
028192,12/31/2021,2021,INDL,C,D,STD,HWM,HOWMET AEROSPACE INC,USD,732.0000,10219.0000,3453.0000,722.0000,3600.0000,421.6920,4308.0000,834.0000,1104.0000,0.6000,258.0000,1402.0000,258.0000,,449.0000,420.0000,4972.0000,267.0000,A,31.830000000000
028192,12/31/2022,2022,INDL,C,D,STD,HWM,HOWMET AEROSPACE INC,USD,962.0000,10255.0000,3546.0000,792.0000,4067.0000,412.1550,4245.0000,1008.0000,1273.0000,1.1200,469.0000,1609.0000,469.0000,,733.0000,537.0000,5663.0000,235.0000,A,39.410000000000
028192,12/31/2023,2023,INDL,C,D,STD,HWM,HOWMET AEROSPACE INC,USD,982.0000,10428.0000,3982.0000,610.0000,4777.0000,409.9140,3597.0000,1222.0000,1494.0000,1.8500,765.0000,1765.0000,765.0000,,901.0000,692.0000,6640.0000,224.0000,A,54.120000000000
028322,12/31/2021,2021,FS,C,D,STD,HR,HEALTHCARE REALTY TRUST INC,USD,86.1080,4258.9190,2185.1160,,,,1918.1480,,,,,24.8490,,,,,,53.3450,A,31.640000000000
028322,12/31/2021,2021,INDL,C,D,STD,HR,HEALTHCARE REALTY TRUST INC,USD,86.1080,4258.9190,2185.1160,13.1750,432.0880,150.4570,1918.1480,63.8430,,0.4500,66.6590,0.0000,66.6590,,232.6290,84.8600,534.0130,53.3450,A,31.640000000000
028322,12/31/2022,2022,FS,C,D,STD,HR,HEALTHCARE REALTY TRUST INC,USD,57.3520,13849.6310,7571.0760,,,,5377.8440,,,,,93.1150,,,,,,148.1000,A,19.270000000000
028322,12/31/2022,2022,INDL,C,D,STD,HR,HEALTHCARE REALTY TRUST INC,USD,57.3520,13849.6310,7571.0760,60.9610,851.5470,380.5900,5377.8440,22.8940,,0.1500,40.6930,0.0000,40.8970,,272.7470,243.1780,930.4040,148.1000,A,19.270000000000
028322,12/31/2023,2023,FS,C,D,STD,HR,HEALTHCARE REALTY TRUST INC,USD,211.9940,12637.1310,6822.6620,,,,4767.0910,,,,,68.6040,,,,,,261.5450,A,17.230000000000
028322,12/31/2023,2023,INDL,C,D,STD,HR,HEALTHCARE REALTY TRUST INC,USD,211.9940,12637.1310,6822.6620,25.6990,1386.0580,380.9640,4767.0910,-103.0590,,-0.7400,-282.0830,0.0000,-278.2610,,499.8200,353.6830,1343.4300,261.5450,A,17.230000000000
028349,12/31/2021,2021,FS,C,D,STD,ALL,ALLSTATE CORP,USD,2567.0000,99440.0000,23209.0000,,,,8441.0000,,,,,,,7713.0000,,,,330.0000,A,117.650000000000
028349,12/31/2021,2021,INDL,C,D,STD,ALL,ALLSTATE CORP,USD,2567.0000,99440.0000,23209.0000,5883.0000,43144.0000,280.5950,8441.0000,6334.0000,7444.0000,17.2300,5159.0000,0.0000,1599.0000,,5116.0000,21640.0000,50588.0000,330.0000,A,117.650000000000
028349,12/31/2022,2022,FS,C,D,STD,ALL,ALLSTATE CORP,USD,3279.0000,97957.0000,15505.0000,,,,7557.0000,,,,,,,-1583.0000,,,,335.0000,A,135.600000000000
028349,12/31/2022,2022,INDL,C,D,STD,ALL,ALLSTATE CORP,USD,3279.0000,97957.0000,15505.0000,7745.0000,52078.0000,263.4580,7557.0000,-1448.0000,-749.0000,-5.2200,-1364.0000,0.0000,-1311.0000,,5121.0000,21439.0000,51329.0000,335.0000,A,135.600000000000
